,Processor,RAM,Operating System,SSD,Display,Warranty,HDD,Rating,MRP,Generation,RAM In GB,RAM TYPE,Feature,Storage,Touch Display
538,Intel Core i3 ,4 GB DDR4,64 bit Windows 10,0,15.6,1,1024,3.9,33499.0,10th Gen,4,DDR4,Intel Core i3 Processor (10th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,1024,0
539,Intel Core i5 ,8 GB LPDDR4X,64 bit Windows 11,512,15.6,1,0,4.3,42990.0,11th Gen,8,LPDDR4X,Intel Core i5 Processor (11th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,512,0
540,AMD Ryzen 3 Dual Core ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,35590.0,any,8,DDR4,AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,512,0
541,AMD Ryzen 9 Octa Core ,16 GB DDR4,Windows 11,1024,15.6,1,0,4.9,150990.0,any,16,DDR4,AMD Ryzen 9 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
542,Intel Core i5 ,8 GB DDR4,64 bit Windows 11,512,15.6,1,0,3.9,63990.0,12th Gen,8,DDR4,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty,512,0
543,Intel Core i9 ,16 GB DDR4,64 bit Windows 11,1024,15.6,1,0,4.4,124990.0,11th Gen,16,DDR4,Intel Core i9 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year International Travelers Warranty (ITW),1024,0
544,Intel Celeron Dual Core ,4 GB DDR4,64 bit Windows 11,0,11.6,0,128,4.5,21990.0,any,4,DDR4,Intel Celeron Dual Core Processor4 GB DDR4 RAM64 bit Windows 11 Operating System29.46 cm (11.6 Inch) Display1 Year Onsite warranty,128,0
545,Intel Celeron Dual Core ,4 GB DDR4,64 bit Windows 10,256,14.0,1,0,5.0,30100.0,any,4,DDR4,Intel Celeron Dual Core Processor4 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty,256,0
546,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,256,14.0,2,0,4.2,36990.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty,256,0
547,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,39990.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty,512,0
548,Intel Core i7 ,32 GB DDR5,64 bit Windows 11,1024,17.3,1,0,4.321170395869192,199990.0,12th Gen,32,DDR5,Intel Core i7 Processor (12th Gen)32 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD43.94 cm (17.3 Inch) Display1 Year Onsite Warranty,1024,0
549,Intel Core i5 ,8 GB DDR4,64 bit Windows 11,256,15.6,1,1024,4.5,61130.0,11th Gen,8,DDR4,"Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayAcer Care Center, Quick Access, Acer Product Registration, MS Office 2021 Home & Student1 Year International Travelers Warranty (ITW)",1280,0
550,AMD Ryzen 9 Octa Core ,16 GB DDR5,64 bit Windows 11,1024,15.6,1,0,4.321170395869192,194990.0,any,16,DDR5,AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,1024,0
551,AMD Ryzen 5 Hexa Core ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.3,44990.0,any,8,DDR4,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20212 Years Onsite�Warranty,512,0
552,Intel Core i3 ,8 GB DDR4,Windows 11,256,15.6,0,1024,4.321170395869192,40990.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) Display1 YEAR,1280,0
553,Intel Core i5 ,8 GB DDR4,64 bit Windows 10,1024,15.6,1,0,4.4,75990.0,11th Gen,8,DDR4,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,1024,0
554,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,512,15.6,1,0,4.3,46890.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,512,0
555,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,256,15.6,1,0,4.321170395869192,37390.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Years Carry in Warranty,256,0
556,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,256,14.0,2,0,4.2,36990.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty,256,0
557,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,39990.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty,512,0
558,Intel Core i5 ,16 GB DDR4,64 bit Windows 11,512,15.6,0,0,4.321170395869192,68490.0,12th Gen,16,DDR4,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite warranty + 1 Year Accidental Damage Protection + 1 Year Premium Care,512,0
559,Intel Celeron Dual Core ,4 GB DDR4,64 bit Windows 11,0,11.6,0,128,4.0,19990.0,any,4,DDR4,Intel Celeron Dual Core Processor4 GB DDR4 RAM64 bit Windows 11 Operating System29.46 cm (11.6 Inch) Display1 Year Onsite warranty,128,0
560,Intel Core i5 ,8 GB DDR4,Windows 11,512,15.6,1,0,4.1,39990.0,11th Gen,8,DDR4,"Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS Office Home & Student 2019, Mi Smart Share, DTS Audio processing1 Year Onsite Warranty",512,0
561,AMD Ryzen 9 Octa Core ,16 GB DDR5,Windows 11,1024,15.6,1,0,4.321170395869192,196990.0,any,16,DDR5,AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
562,Intel Core i7 ,16 GB DDR4,Windows 11,512,14.0,1,0,3.8,89990.0,12th Gen,16,DDR4,Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayOffice Home and Student 20211 Year Onsite Warranty,512,0
563,Intel Core i5 ,8 GB DDR4,Windows 11,512,15.6,0,0,4.0,59790.0,11th Gen,8,DDR4,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 YEAR,512,0
564,Intel Core i9 ,16 GB DDR4,64 bit Windows 11,1024,15.6,2,0,4.1,125990.0,12th Gen,16,DDR4,Intel Core i9 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year On-Site & Carry-In Warranty,1024,0
565,AMD Ryzen 7 Octa Core ,32 GB DDR5,64 bit Windows 11,2048,16.0,1,0,4.321170395869192,249990.0,any,32,DDR5,AMD Ryzen 7 Octa Core Processor32 GB DDR5 RAM64 bit Windows 11 Operating System2 TB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty,2048,0
566,AMD Ryzen 5 Quad Core ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,38705.0,any,8,DDR4,AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,512,0
567,AMD Ryzen 7 Octa Core ,16 GB DDR4,Windows 11,1024,15.6,1,0,4.6,85990.0,any,16,DDR4,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
568,AMD Ryzen 7 Octa Core ,16 GB DDR5,64 bit Windows 11,1024,15.6,1,0,4.0,149990.0,any,16,DDR5,AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,1024,0
569,Intel Pentium Quad Core ,8 GB DDR4,64 bit Windows 11,256,15.6,1,0,4.8,36990.0,any,8,DDR4,Intel Pentium Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20211 Year Onsite Warranty,256,0
570,AMD Ryzen 3 Dual Core ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,35590.0,any,8,DDR4,AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,512,0
571,AMD Ryzen 9 Octa Core ,16 GB DDR4,Windows 11,1024,15.6,1,0,4.9,150990.0,any,16,DDR4,AMD Ryzen 9 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
572,Intel Core i5 ,16 GB DDR4,64 bit Windows 10,512,15.6,1,0,4.321170395869192,85990.0,11th Gen,16,DDR4,Intel Core i5 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,512,0
573,AMD Ryzen 7 Octa Core ,8 GB DDR4,64 bit Windows 10,512,14.0,1,0,4.2,60990.0,any,8,DDR4,AMD Ryzen 7 Octa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 20191 Year Onsite Warranty,512,0
574,Intel Core i5 ,8 GB DDR5,64 bit Windows 11,512,15.6,0,0,4.4,87900.0,12th Gen,8,DDR5,Intel Core i5 Processor (12th Gen)8 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Premium Support,512,0
575,AMD Dual Core ,4 GB DDR4,64 bit Windows 10,0,15.6,1,1024,4.0,27490.0,any,4,DDR4,AMD Dual Core Processor4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,1024,0
576,Intel Pentium Quad Core ,8 GB DDR4,64 bit Windows 11,256,15.6,1,0,4.8,36990.0,any,8,DDR4,Intel Pentium Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20211 Year Onsite Warranty,256,0
577,AMD Ryzen 7 Octa Core ,32 GB DDR5,64 bit Windows 11,2048,16.0,1,0,4.321170395869192,249990.0,any,32,DDR5,AMD Ryzen 7 Octa Core Processor32 GB DDR5 RAM64 bit Windows 11 Operating System2 TB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty,2048,0
578,AMD Ryzen 7 Octa Core ,16 GB DDR5,64 bit Windows 11,1024,15.6,1,0,4.0,149990.0,any,16,DDR5,AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,1024,0
579,Intel Core i5 ,8 GB DDR4,Windows 11,512,15.6,1,0,4.1,39990.0,11th Gen,8,DDR4,"Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS Office Home & Student 2019, Mi Smart Share, DTS Audio processing1 Year Onsite Warranty",512,0
580,AMD Ryzen 3 Dual Core ,8 GB DDR4,64 bit Windows 11,0,14.0,1,1024,3.7,28999.0,any,8,DDR4,AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System1 TB HDD35.56 cm (14 inch) DisplayNA1 Year Manufacturer Warranty,1024,0
581,Intel Core i5 ,8 GB DDR5,64 bit Windows 11,512,15.6,0,0,4.4,87900.0,12th Gen,8,DDR5,Intel Core i5 Processor (12th Gen)8 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Premium Support,512,0
582,Intel Core i7 ,16 GB DDR4,Windows 10,512,15.6,1,1024,4.5,117990.0,11th Gen,16,DDR4,"Intel Core i7 Processor (11th Gen)16 GB DDR4 RAMWindows 10 Operating System1 TB HDD|512 GB SSD39.62 cm (15.6 inch) DisplayAcer Care Center, Acer Product Registration, Planet9, PredatorSense1 Year International Travelers Warranty (ITW)",1536,0
583,AMD Ryzen 5 Quad Core ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,38705.0,any,8,DDR4,AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,512,0
584,Intel Core i5 ,16 GB DDR4,64 bit Windows 10,512,15.6,1,0,4.321170395869192,85990.0,11th Gen,16,DDR4,Intel Core i5 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,512,0
585,Intel Core i5 ,8 GB DDR4,64 bit Windows 11,256,15.6,0,1024,4.321170395869192,61497.0,12th Gen,8,DDR4,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Hardware Service,1280,0
586,AMD Ryzen 5 Hexa Core ,8 GB DDR4,64 bit Windows 11,512,16.1,1,0,4.321170395869192,70400.0,any,8,DDR4,"AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD40.89 cm (16.1 inch) Display""Microsoft Office Home & Student 2019, HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Smart, HP Jumpstarts ""1 Year Onsite Warranty",512,0
587,AMD Ryzen 9 Octa Core ,16 GB DDR5,Windows 11,1024,15.6,1,0,4.321170395869192,196990.0,any,16,DDR5,AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
588,Intel Core i5 ,16 GB DDR4,Windows 10,512,14.0,3,0,4.0,69000.0,11th Gen,16,DDR4,Intel Core i5 Processor (11th Gen)16 GB DDR4 RAMWindows 10 Operating System512 GB SSD35.56 cm (14 Inch) DisplayMicrosoft Office Home & Student 20193 Years Warranty + 1 Year Premium Care + 1 Year ADP,512,0
589,AMD Ryzen 5 Hexa Core ,8 GB DDR4,64 bit Windows 11,512,15.6,1,0,3.7,64490.0,any,8,DDR4,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayNA1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,512,0
590,AMD Ryzen 7 Octa Core ,16 GB DDR5,64 bit Windows 11,1024,15.6,1,0,4.321170395869192,149990.0,any,16,DDR5,AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,1024,0
591,AMD Ryzen 7 Octa Core ,16 GB DDR4,Windows 11,1024,15.6,1,0,4.6,85990.0,any,16,DDR4,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
592,AMD Ryzen 5 Hexa Core ,8 GB DDR5,64 bit Windows 11,512,16.1,1,0,4.321170395869192,96579.0,any,8,DDR5,AMD Ryzen 5 Hexa Core Processor8 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD40.89 cm (16.1 Inch) Display1 Year Onsite Warranty,512,0
593,Intel Core i7 ,16 GB DDR4,64 bit Windows 11,512,15.6,0,0,4.2,101990.0,11th Gen,16,DDR4,"Processor: Intel i7-11800H- (2.30 GHz up to 4.60 GHz) 16MB L3RAM & Storage: 16GB DDR4 (2 DIMM Slots) & 512GB SSDGraphics: NVIDIA� GEFORCE� RTX 3050 Ti (4GB GDDR6)Display: 15.6"" FHD WVA AG 250 nits 120Hz Narrow Border, Backlit Keyboard OrangeColor: Dark Shadow GreyPorts: 1. HiSpeed USB 2.0 | 2. HiSpeed USB 2.0 with PowerShare | 3. USB 3.2 Gen 1 Type-C port with DisplayPort with alt mode | 4. SuperSpeed USB 3.2 | 5. HDMI | 6. Power in | 7. RJ45 | 8. Headphones/micIntel Core i7 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20211 Year Premium Support",512,0
594,Intel Core i7 ,16 GB DDR4,Windows 11,512,14.0,1,0,3.8,89990.0,12th Gen,16,DDR4,Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayOffice Home and Student 20211 Year Onsite Warranty,512,0
595,AMD Ryzen 3 Dual Core ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,35590.0,any,8,DDR4,AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,512,0
596,AMD Ryzen 7 Octa Core ,8 GB DDR5,64 bit Windows 11,512,16.1,1,0,4.321170395869192,94990.0,any,8,DDR5,AMD Ryzen 7 Octa Core Processor8 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD40.89 cm (16.1 Inch) Display1 Year Onsite Warranty,512,0
597,Intel Core i7 ,32 GB DDR5,64 bit Windows 11,2048,17.3,0,0,4.321170395869192,314990.0,12th Gen,32,DDR5,Intel Core i7 Processor (12th Gen)32 GB DDR5 RAM64 bit Windows 11 Operating System2 TB SSD43.94 cm (17.3 inch) Display2 Year,2048,0
598,Intel Core i3 ,8 GB DDR4,Windows 11,256,15.0,0,1024,4.321170395869192,46900.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System1 TB HDD|256 GB SSD38.1 cm (15 inch) Display12 months,1280,0
599,AMD Ryzen 9 Octa Core ,16 GB DDR4,Windows 11,1024,15.6,1,0,4.9,150990.0,any,16,DDR4,AMD Ryzen 9 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
600,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,256,14.0,2,0,4.2,36990.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty,256,0
601,Intel Core i3 ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,39990.0,11th Gen,8,DDR4,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty,512,0
602,Intel Core i9 ,32 GB DDR5,64 bit Windows 11,2048,16.0,1,0,4.321170395869192,331990.0,12th Gen,32,DDR5,Intel Core i9 Processor (12th Gen)32 GB DDR5 RAM64 bit Windows 11 Operating System2 TB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty,2048,0
603,Intel Core i7 ,16 GB DDR5,64 bit Windows 11,1024,15.6,0,0,4.6,116490.0,12th Gen,16,DDR5,Intel Core i7 Processor (12th Gen)16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Premium Support,1024,0
604,AMD Ryzen 3 Hexa Core ,8 GB DDR4,Windows 10,512,15.6,1,0,4.321170395869192,64590.0,4th Gen,8,DDR4,AMD Ryzen 3 Hexa Core Processor (4th Gen)8 GB DDR4 RAMWindows 10 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,512,0
605,Intel Core i7 ,16 GB DDR5,64 bit Windows 11,1024,15.6,0,0,3.9,137990.0,12th Gen,16,DDR5,Intel Core i7 Processor (12th Gen)16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Premium Support,1024,0
606,Intel Core i5 ,8 GB DDR4,Windows 11,512,15.6,1,0,4.1,39990.0,11th Gen,8,DDR4,"Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS Office Home & Student 2019, Mi Smart Share, DTS Audio processing1 Year Onsite Warranty",512,0
607,AMD Ryzen 9 Octa Core ,16 GB DDR5,Windows 11,1024,15.6,1,0,4.321170395869192,196990.0,any,16,DDR5,AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
608,Intel Core i5 ,8 GB DDR4,64 bit Windows 10,512,14.0,1,0,4.1,55690.0,11th Gen,8,DDR4,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 20191 Year Onsite Warranty,512,0
609,Intel Core i7 ,16 GB DDR4,64 bit Windows 10,512,15.6,1,0,4.2,109990.0,11th Gen,16,DDR4,Intel Core i7 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite�Warranty�+ 1 Year Legion Ultimate Support + 1 Year Accidental Damage Protection,512,0
610,AMD Ryzen 5 Quad Core ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,38705.0,any,8,DDR4,AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,512,0
611,AMD Ryzen 7 Octa Core ,16 GB DDR4,Windows 11,1024,15.6,1,0,4.6,85990.0,any,16,DDR4,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
612,Intel Core i7 ,8 GB DDR4,Windows 10,256,15.6,1,1024,4.321170395869192,79990.0,11th Gen,8,DDR4,Intel Core i7 Processor (11th Gen)8 GB DDR4 RAMWindows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,1280,0
613,AMD Ryzen 9 Octa Core ,16 GB DDR4,64 bit Windows 11,1024,16.0,1,0,4.321170395869192,130500.0,9th Gen,16,DDR4,AMD Ryzen 9 Octa Core Processor (9th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD40.64 cm (16 Inch) DisplayOffice Home and Student 2019 included1 Year onsite Warranty,1024,0
614,AMD Ryzen 9 Octa Core ,32 GB DDR5,64 bit Windows 11,2048,16.0,1,0,4.321170395869192,361990.0,any,32,DDR5,AMD Ryzen 9 Octa Core Processor32 GB DDR5 RAM64 bit Windows 11 Operating System2 TB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty,2048,0
615,AMD Ryzen 9 Octa Core ,16 GB DDR5,Windows 11,1024,16.0,1,0,4.321170395869192,211990.0,any,16,DDR5,AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Touchscreen DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,1
616,AMD Ryzen 3 Dual Core ,8 GB DDR4,64 bit Windows 11,512,15.6,2,0,4.2,35590.0,any,8,DDR4,AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,512,0
617,AMD Ryzen 9 Octa Core ,16 GB DDR4,Windows 11,1024,15.6,1,0,4.9,150990.0,any,16,DDR4,AMD Ryzen 9 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,1024,0
618,Intel Core i3 ,4 GB DDR4,64 bit Windows 10,256,15.0,1,0,4.4,39890.0,10th Gen,4,DDR4,Intel Core i3 Processor (10th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD38.1 cm (15 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty,256,0
619,Intel Core i7 ,16 GB DDR4,64 bit Windows 11,1024,15.6,2,0,3.7,139990.0,12th Gen,16,DDR4,Intel Core i7 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display2 Year On-Site Warranty,1024,0
620,AMD Ryzen 7 Octa Core ,8 GB DDR4,64 bit Windows 11,512,15.6,1,0,4.5,73490.0,any,8,DDR4,AMD Ryzen 7 Octa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,512,0
621,AMD Ryzen 9 Octa Core ,16 GB DDR5,64 bit Windows 11,1024,15.6,1,0,4.321170395869192,194990.0,any,16,DDR5,AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,1024,0
